"Date","Center","Store","Product","InTransit","AtCenter","OnOrder","InStock"
2014-04-10,102,12236,102307200072014,0,0,0,4
2014-04-11,102,12236,102307200072014,0,0,0,4
2014-04-12,102,12236,102307200072014,0,0,0,4
2014-04-13,102,12236,102307200072014,0,0,0,4
2014-04-14,102,12236,102307200072014,0,0,40,4
2014-04-15,102,12236,102307200072014,0,0,40,4
2014-04-16,102,12236,102307200072014,0,0,40,4
2014-04-17,102,12236,102307200072014,0,0,40,4
2014-04-18,102,12236,102307200072014,0,0,40,4
2014-04-19,102,12236,102307200072014,0,0,40,4
2014-04-20,102,12236,102307200072014,0,0,40,4
2014-04-21,102,12236,102307200072014,0,0,40,4
2014-04-08,102,11218,102307200067186,0,0,0,7
2014-04-09,102,11218,102307200067186,0,0,0,7
2014-04-10,102,11218,102307200067186,0,0,0,7
2014-04-11,102,11218,102307200067186,0,0,0,6
2014-04-12,102,11218,102307200067186,0,0,0,5
2014-04-13,102,11218,102307200067186,0,0,0,5
2014-04-14,102,11218,102307200067186,0,0,0,5
2014-04-15,102,11218,102307200067186,0,0,0,5
2014-04-16,102,11218,102307200067186,0,0,0,5
2014-04-17,102,11218,102307200067186,0,4,0,5
2014-04-18,102,11218,102307200067186,4,0,0,4
2014-04-19,102,11218,102307200067186,4,0,0,3
2014-04-20,102,11218,102307200067186,0,0,0,6
2014-04-21,102,11218,102307200067186,0,0,0,6
2014-04-08,102,11218,102307200072028,0,0,4,6
2014-04-09,102,11218,102307200072028,4,0,4,6
2014-04-10,102,11218,102307200072028,0,4,4,10
2014-04-11,102,11218,102307200072028,0,0,4,10
2014-04-12,102,11218,102307200072028,0,0,4,10
2014-04-13,102,11218,102307200072028,0,0,4,10
2014-04-14,102,11218,102307200072028,0,0,4,10
2014-04-15,102,11218,102307200072028,4,0,0,10
2014-04-16,102,11218,102307200072028,0,4,0,14
2014-04-17,102,11218,102307200072028,0,0,0,13
2014-04-18,102,11218,102307200072028,0,0,0,13
2014-04-19,102,11218,102307200072028,0,0,0,12
2014-04-20,102,11218,102307200072028,0,0,0,12
2014-04-21,102,11218,102307200072028,0,0,0,12
2014-04-08,102,12204,102307200030146,0,0,0,9
2014-04-09,102,12204,102307200030146,0,0,6,8
2014-04-10,102,12204,102307200030146,0,0,6,6
2014-04-11,102,12204,102307200030146,0,0,0,10
2014-04-12,102,12204,102307200030146,0,6,0,9
2014-04-13,102,12204,102307200030146,0,0,0,8
2014-04-14,102,12204,102307200030146,0,0,6,5
2014-04-15,102,12204,102307200030146,0,0,6,4
2014-04-16,102,12204,102307200030146,0,6,0,3
2014-04-17,102,12204,102307200030146,0,0,6,7
2014-04-18,102,12204,102307200030146,0,0,6,7
2014-04-19,102,12204,102307200030146,0,0,6,2
2014-04-20,102,12204,102307200030146,0,0,12,2
2014-04-21,102,12204,102307200030146,0,0,12,2
2014-04-08,102,11609,102307200077058,0,0,0,10
2014-04-09,102,11609,102307200077058,0,0,0,8
2014-04-10,102,11609,102307200077058,0,0,0,7
2014-04-11,102,11609,102307200077058,0,0,4,7
2014-04-12,102,11609,102307200077058,0,0,4,7
2014-04-13,102,11609,102307200077058,0,0,4,7
2014-04-14,102,11609,102307200077058,0,0,4,6
2014-04-15,102,11609,102307200077058,0,0,4,6
2014-04-16,102,11609,102307200077058,0,4,0,6
2014-04-17,102,11609,102307200077058,4,0,0,6
2014-04-18,102,11609,102307200077058,0,0,0,10
2014-04-19,102,11609,102307200077058,0,0,0,10
2014-04-20,102,11609,102307200077058,0,0,0,10
2014-04-21,102,11609,102307200077058,0,0,0,10
2014-04-08,102,11218,102307200065458,0,0,0,2
2014-04-09,102,11218,102307200065458,0,0,0,2
2014-04-10,102,11218,102307200065458,0,0,0,2
2014-04-11,102,11218,102307200065458,0,0,0,2
2014-04-12,102,11218,102307200065458,0,0,0,2
2014-04-13,102,11218,102307200065458,0,0,0,2
2014-04-14,102,11218,102307200065458,0,0,0,2
2014-04-15,102,11218,102307200065458,0,0,0,2
2014-04-16,102,11218,102307200065458,0,0,0,2
2014-04-17,102,11218,102307200065458,0,0,0,2
2014-04-18,102,11218,102307200065458,0,0,0,2
2014-04-19,102,11218,102307200065458,0,0,0,2
2014-04-20,102,11218,102307200065458,0,0,0,2
2014-04-21,102,11218,102307200065458,0,0,0,2
2014-04-08,102,12204,102307200038096,0,0,6,5
2014-04-09,102,12204,102307200038096,0,6,0,4
2014-04-10,102,12204,102307200038096,6,0,0,4
2014-04-11,102,12204,102307200038096,0,0,0,9
2014-04-12,102,12204,102307200038096,0,0,0,9
2014-04-13,102,12204,102307200038096,0,0,0,9
2014-04-14,102,12204,102307200038096,0,0,0,9
2014-04-15,102,12204,102307200038096,0,0,0,9
2014-04-16,102,12204,102307200038096,0,0,0,9
2014-04-17,102,12204,102307200038096,0,0,0,9
2014-04-18,102,12204,102307200038096,0,0,0,9
2014-04-19,102,12204,102307200038096,0,0,0,9
2014-04-20,102,12204,102307200038096,0,0,0,9
2014-04-21,102,12204,102307200038096,0,0,0,8
2014-04-08,102,11609,102310800150080,0,0,0,174
2014-04-09,102,11609,102310800150080,0,0,0,173
2014-04-10,102,11609,102310800150080,0,0,0,173
2014-04-11,102,11609,102310800150080,0,0,96,173
2014-04-12,102,11609,102310800150080,0,0,96,170
2014-04-13,102,11609,102310800150080,0,0,96,168
2014-04-14,102,11609,102310800150080,0,0,96,168
2014-04-15,102,11609,102310800150080,0,0,96,167
2014-04-16,102,11609,102310800150080,0,0,96,166
2014-04-17,102,11609,102310800150080,0,0,96,164
2014-04-18,102,11609,102310800150080,0,0,96,162
2014-04-19,102,11609,102310800150080,0,96,0,162
2014-04-20,102,11609,102310800150080,96,0,0,160
2014-04-21,102,11609,102310800150080,96,0,0,159
2014-04-08,102,11218,102307200079832,0,0,0,10
2014-04-09,102,11218,102307200079832,0,0,0,10
2014-04-10,102,11218,102307200079832,0,0,0,10
2014-04-11,102,11218,102307200079832,0,0,0,9
2014-04-12,102,11218,102307200079832,0,0,0,6
2014-04-13,102,11218,102307200079832,0,8,0,5
2014-04-14,102,11218,102307200079832,0,8,0,5
2014-04-15,102,11218,102307200079832,8,0,0,3
2014-04-16,102,11218,102307200079832,0,0,0,11
2014-04-17,102,11218,102307200079832,0,0,0,11
2014-04-18,102,11218,102307200079832,0,0,0,10
2014-04-19,102,11218,102307200079832,0,0,0,8
2014-04-20,102,11218,102307200079832,0,0,0,6
2014-04-21,102,11218,102307200079832,0,0,0,6
2014-04-08,102,11443,102307200032368,0,0,0,7
2014-04-09,102,11443,102307200032368,0,0,0,7
2014-04-10,102,11443,102307200032368,0,0,0,7
2014-04-11,102,11443,102307200032368,0,0,0,6
2014-04-12,102,11443,102307200032368,0,0,0,6
2014-04-13,102,11443,102307200032368,0,0,0,6
2014-04-14,102,11443,102307200032368,0,0,0,6
2014-04-15,102,11443,102307200032368,0,0,0,6
2014-04-16,102,11443,102307200032368,0,0,0,6
2014-04-17,102,11443,102307200032368,0,0,0,6
2014-04-18,102,11443,102307200032368,0,0,0,6
2014-04-19,102,11443,102307200032368,0,0,0,6
2014-04-20,102,11443,102307200032368,0,0,0,6
2014-04-21,102,11443,102307200032368,0,0,0,6
2014-04-08,102,11443,102307200020716,0,8,0,2
2014-04-09,102,11443,102307200020716,0,0,0,10
2014-04-10,102,11443,102307200020716,0,0,0,10
2014-04-11,102,11443,102307200020716,0,0,0,9
2014-04-12,102,11443,102307200020716,0,0,0,8
2014-04-13,102,11443,102307200020716,0,0,0,7
2014-04-14,102,11443,102307200020716,0,0,8,7
2014-04-15,102,11443,102307200020716,0,0,8,7
2014-04-16,102,11443,102307200020716,0,0,8,6
2014-04-17,102,11443,102307200020716,0,0,8,6
2014-04-18,102,11443,102307200020716,0,0,8,5
2014-04-19,102,11443,102307200020716,0,8,0,5
2014-04-20,102,11443,102307200020716,8,0,0,5
2014-04-21,102,11443,102307200020716,0,0,0,12
2014-04-08,102,11609,102307200063686,0,16,0,0
2014-04-09,102,11609,102307200063686,16,0,0,0
2014-04-10,102,11609,102307200063686,0,0,0,16
2014-04-11,102,11609,102307200063686,0,0,0,16
2014-04-12,102,11609,102307200063686,0,0,0,16
2014-04-13,102,11609,102307200063686,0,0,0,16
2014-04-14,102,11609,102307200063686,0,0,0,16
2014-04-15,102,11609,102307200063686,0,0,0,16
2014-04-16,102,11609,102307200063686,0,0,0,16
2014-04-17,102,11609,102307200063686,0,0,0,16
2014-04-18,102,11609,102307200063686,0,0,0,16
2014-04-19,102,11609,102307200063686,0,0,0,16
2014-04-20,102,11609,102307200063686,0,0,0,16
2014-04-21,102,11609,102307200063686,0,0,0,16
2014-04-08,102,12204,102307200057484,0,6,6,7
2014-04-09,102,12204,102307200057484,0,6,0,10
2014-04-10,102,12204,102307200057484,6,0,6,10
2014-04-11,102,12204,102307200057484,0,0,6,16
2014-04-12,102,12204,102307200057484,6,0,0,13
2014-04-13,102,12204,102307200057484,0,6,0,17
2014-04-14,102,12204,102307200057484,0,0,0,16
2014-04-15,102,12204,102307200057484,0,0,6,16
2014-04-16,102,12204,102307200057484,0,0,6,14
2014-04-17,102,12204,102307200057484,0,0,6,9
2014-04-18,102,12204,102307200057484,0,6,6,9
2014-04-19,102,12204,102307200057484,0,0,6,15
2014-04-20,102,12204,102307200057484,0,0,6,15
2014-04-21,102,12204,102307200057484,0,0,6,14
2014-04-08,102,11443,102307200031900,0,0,0,10
2014-04-09,102,11443,102307200031900,0,0,8,10
2014-04-10,102,11443,102307200031900,0,0,8,10
2014-04-11,102,11443,102307200031900,0,0,8,10
2014-04-12,102,11443,102307200031900,0,0,8,10
2014-04-13,102,11443,102307200031900,0,0,8,10
2014-04-14,102,11443,102307200031900,0,0,8,10
2014-04-15,102,11443,102307200031900,0,8,0,10
2014-04-16,102,11443,102307200031900,0,8,0,10
2014-04-17,102,11443,102307200031900,0,8,0,10
2014-04-18,102,11443,102307200031900,0,0,0,18
2014-04-19,102,11443,102307200031900,0,0,0,18
2014-04-20,102,11443,102307200031900,0,0,0,18
2014-04-21,102,11443,102307200031900,0,0,0,18
2014-04-08,102,11443,102307200074784,0,0,0,22
2014-04-09,102,11443,102307200074784,0,0,0,22
2014-04-10,102,11443,102307200074784,0,0,0,22
2014-04-11,102,11443,102307200074784,0,0,0,20
2014-04-12,102,11443,102307200074784,0,0,0,19
2014-04-13,102,11443,102307200074784,0,0,0,17
2014-04-14,102,11443,102307200074784,0,0,0,17
2014-04-15,102,11443,102307200074784,0,0,0,17
2014-04-16,102,11443,102307200074784,0,0,0,17
2014-04-17,102,11443,102307200074784,0,0,0,16
2014-04-18,102,11443,102307200074784,0,0,0,15
2014-04-19,102,11443,102307200074784,0,0,0,14
2014-04-20,102,11443,102307200074784,0,0,0,14
2014-04-21,102,11443,102307200074784,0,0,0,12
2014-04-08,102,12236,102307200037964,0,0,11,23
2014-04-09,102,12236,102307200037964,6,0,11,20
2014-04-10,102,12236,102307200037964,5,0,4,26
2014-04-11,102,12236,102307200037964,6,5,50,27
2014-04-12,102,12236,102307200037964,4,0,46,21
2014-04-13,102,12236,102307200037964,4,4,46,13
2014-04-14,102,12236,102307200037964,0,0,36,14
2014-04-15,102,12236,102307200037964,10,0,36,13
2014-04-16,102,12236,102307200037964,0,0,0,20
2014-04-17,102,12236,102307200037964,36,0,26,10
2014-04-18,102,12236,102307200037964,36,0,26,10
2014-04-19,102,12236,102307200037964,36,0,26,8
2014-04-20,102,12236,102307200037964,36,0,26,8
2014-04-21,102,12236,102307200037964,0,0,26,39
2014-04-08,102,12236,102307200025714,0,0,0,15
2014-04-09,102,12236,102307200025714,0,0,0,13
2014-04-10,102,12236,102307200025714,0,0,0,13
2014-04-11,102,12236,102307200025714,0,0,0,13
2014-04-12,102,12236,102307200025714,0,0,0,13
2014-04-13,102,12236,102307200025714,0,0,0,13
2014-04-14,102,12236,102307200025714,0,0,0,13
2014-04-15,102,12236,102307200025714,0,0,0,13
2014-04-16,102,12236,102307200025714,0,0,0,11
2014-04-17,102,12236,102307200025714,0,0,0,11
2014-04-18,102,12236,102307200025714,0,0,0,11
2014-04-19,102,12236,102307200025714,0,0,0,11
2014-04-20,102,12236,102307200025714,0,0,0,11
2014-04-21,102,12236,102307200025714,0,0,0,11
2014-04-08,102,11609,102307200074780,0,0,0,22
2014-04-09,102,11609,102307200074780,0,24,0,18
2014-04-10,102,11609,102307200074780,0,24,0,12
2014-04-11,102,11609,102307200074780,24,0,0,10
2014-04-12,102,11609,102307200074780,0,0,0,31
2014-04-13,102,11609,102307200074780,0,0,0,20
2014-04-14,102,11609,102307200074780,0,24,0,13
2014-04-15,102,11609,102307200074780,24,0,0,9
2014-04-16,102,11609,102307200074780,0,0,0,32
2014-04-17,102,11609,102307200074780,0,0,0,32
2014-04-18,102,11609,102307200074780,0,0,0,26
2014-04-19,102,11609,102307200074780,0,24,0,18
2014-04-20,102,11609,102307200074780,24,0,0,16
2014-04-21,102,11609,102307200074780,0,0,0,38
2014-04-08,102,11443,102307200082702,0,2,0,0
2014-04-09,102,11443,102307200082702,0,2,0,0
2014-04-10,102,11443,102307200082702,0,2,0,0
2014-04-11,102,11443,102307200082702,0,0,0,2
2014-04-12,102,11443,102307200082702,0,0,0,2
2014-04-13,102,11443,102307200082702,0,0,0,2
2014-04-14,102,11443,102307200082702,0,0,0,1
2014-04-15,102,11443,102307200082702,0,0,0,1
2014-04-16,102,11443,102307200082702,0,0,1,1
2014-04-17,102,11443,102307200082702,0,0,1,1
2014-04-18,102,11443,102307200082702,0,0,1,1
2014-04-19,102,11443,102307200082702,0,0,1,1
2014-04-20,102,11443,102307200082702,0,1,0,1
2014-04-21,102,11443,102307200082702,0,1,0,1
2014-04-08,102,12236,102307200079622,0,0,8,0
2014-04-09,102,12236,102307200079622,8,0,0,0
2014-04-10,102,12236,102307200079622,8,8,0,0
2014-04-11,102,12236,102307200079622,0,0,0,8
2014-04-12,102,12236,102307200079622,0,0,0,8
2014-04-13,102,12236,102307200079622,0,0,0,8
2014-04-14,102,12236,102307200079622,0,0,0,8
2014-04-15,102,12236,102307200079622,0,0,0,8
2014-04-16,102,12236,102307200079622,0,0,0,8
2014-04-17,102,12236,102307200079622,0,0,0,8
2014-04-18,102,12236,102307200079622,0,0,0,8
2014-04-19,102,12236,102307200079622,0,0,0,8
2014-04-20,102,12236,102307200079622,0,0,0,8
2014-04-21,102,12236,102307200079622,0,0,0,8
2014-04-08,102,12020,102307200082318,0,0,0,6
2014-04-09,102,12020,102307200082318,0,0,0,6
2014-04-10,102,12020,102307200082318,0,0,0,6
2014-04-11,102,12020,102307200082318,0,0,0,5
2014-04-12,102,12020,102307200082318,0,0,0,5
2014-04-13,102,12020,102307200082318,0,0,0,4
2014-04-14,102,12020,102307200082318,0,0,0,4
2014-04-15,102,12020,102307200082318,0,0,0,4
2014-04-16,102,12020,102307200082318,0,0,0,4
2014-04-17,102,12020,102307200082318,0,3,0,2
2014-04-18,102,12020,102307200082318,0,3,0,1
2014-04-19,102,12020,102307200082318,3,0,0,1
2014-04-20,102,12020,102307200082318,3,0,0,1
2014-04-21,102,12020,102307200082318,0,0,0,4
2014-04-08,102,12204,103840485104906,0,0,0,40
2014-04-09,102,12204,103840485104906,0,0,0,35
2014-04-10,102,12204,103840485104906,0,0,0,30
2014-04-11,102,12204,103840485104906,0,0,0,51
2014-04-12,102,12204,103840485104906,0,0,0,45
2014-04-13,102,12204,103840485104906,0,0,0,39
2014-04-14,102,12204,103840485104906,0,0,0,35
2014-04-15,102,12204,103840485104906,0,0,0,33
2014-04-16,102,12204,103840485104906,0,0,0,29
2014-04-17,102,12204,103840485104906,0,0,0,47
2014-04-18,102,12204,103840485104906,0,0,0,47
2014-04-19,102,12204,103840485104906,0,0,0,42
2014-04-20,102,12204,103840485104906,0,0,0,41
2014-04-21,102,12204,103840485104906,0,0,0,36
2014-04-08,102,11218,102307200074612,0,0,0,9
2014-04-09,102,11218,102307200074612,0,0,0,9
2014-04-10,102,11218,102307200074612,0,0,0,9
2014-04-11,102,11218,102307200074612,0,0,0,9
2014-04-12,102,11218,102307200074612,0,0,0,9
2014-04-13,102,11218,102307200074612,0,0,0,9
2014-04-14,102,11218,102307200074612,0,0,0,9
2014-04-15,102,11218,102307200074612,0,0,0,9
2014-04-16,102,11218,102307200074612,0,0,0,9
2014-04-17,102,11218,102307200074612,0,0,0,9
2014-04-18,102,11218,102307200074612,0,0,0,9
2014-04-19,102,11218,102307200074612,0,0,0,9
2014-04-20,102,11218,102307200074612,0,0,0,9
2014-04-21,102,11218,102307200074612,0,0,0,8
2014-04-08,102,11609,102310800150260,0,0,0,7
2014-04-09,102,11609,102310800150260,0,0,0,7
2014-04-10,102,11609,102310800150260,0,0,0,7
2014-04-11,102,11609,102310800150260,0,0,0,7
2014-04-12,102,11609,102310800150260,0,0,0,7
2014-04-13,102,11609,102310800150260,0,0,0,7
2014-04-14,102,11609,102310800150260,0,0,0,7
2014-04-15,102,11609,102310800150260,0,0,0,7
2014-04-16,102,11609,102310800150260,0,0,0,4
2014-04-17,102,11609,102310800150260,0,0,0,4
2014-04-18,102,11609,102310800150260,0,0,0,3
2014-04-19,102,11609,102310800150260,0,0,0,3
2014-04-20,102,11609,102310800150260,0,15,0,2
2014-04-21,102,11609,102310800150260,0,15,0,1
2014-04-08,102,12020,102307200077062,0,0,0,13
2014-04-09,102,12020,102307200077062,0,0,0,13
2014-04-10,102,12020,102307200077062,0,0,0,13
2014-04-11,102,12020,102307200077062,0,0,0,13
2014-04-12,102,12020,102307200077062,0,0,0,13
2014-04-13,102,12020,102307200077062,0,0,0,13
2014-04-14,102,12020,102307200077062,0,0,0,13
2014-04-15,102,12020,102307200077062,0,0,0,13
2014-04-16,102,12020,102307200077062,0,0,0,13
2014-04-17,102,12020,102307200077062,0,0,0,13
2014-04-18,102,12020,102307200077062,0,0,0,13
2014-04-19,102,12020,102307200077062,0,0,0,12
2014-04-20,102,12020,102307200077062,0,0,0,12
2014-04-21,102,12020,102307200077062,0,0,0,12
2014-04-08,102,12204,102307200039814,0,0,0,16
2014-04-09,102,12204,102307200039814,0,0,0,16
2014-04-10,102,12204,102307200039814,0,0,0,13
2014-04-11,102,12204,102307200039814,0,0,0,12
2014-04-12,102,12204,102307200039814,0,0,0,11
2014-04-13,102,12204,102307200039814,0,0,0,11
2014-04-14,102,12204,102307200039814,0,0,0,10
2014-04-15,102,12204,102307200039814,0,0,12,10
2014-04-16,102,12204,102307200039814,0,0,12,8
2014-04-17,102,12204,102307200039814,0,0,12,5
2014-04-18,102,12204,102307200039814,0,12,0,5
2014-04-19,102,12204,102307200039814,0,0,0,17
2014-04-20,102,12204,102307200039814,0,0,0,17
2014-04-21,102,12204,102307200039814,0,0,0,15
2014-04-08,102,11609,102307200022958,0,0,0,2
2014-04-09,102,11609,102307200022958,0,0,0,2
2014-04-10,102,11609,102307200022958,0,0,0,2
2014-04-11,102,11609,102307200022958,0,0,0,-1
2014-04-12,102,11609,102307200022958,0,0,0,-1
2014-04-13,102,11609,102307200022958,0,0,0,-1
2014-04-14,102,11609,102307200022958,0,0,0,-1
2014-04-15,102,11609,102307200022958,0,0,0,-1
2014-04-16,102,11609,102307200022958,0,0,0,-1
2014-04-17,102,11609,102307200022958,0,0,0,-1
2014-04-18,102,11609,102307200022958,0,0,0,-1
2014-04-19,102,11609,102307200022958,0,0,0,-1
2014-04-20,102,11609,102307200022958,0,0,0,-1
2014-04-21,102,11609,102307200022958,0,0,0,-1
2014-04-08,102,12236,102307200037810,0,0,0,9
2014-04-09,102,12236,102307200037810,0,0,0,9
2014-04-10,102,12236,102307200037810,0,0,0,9
2014-04-11,102,12236,102307200037810,0,0,0,9
2014-04-12,102,12236,102307200037810,0,0,0,7
2014-04-13,102,12236,102307200037810,0,0,0,7
2014-04-14,102,12236,102307200037810,0,0,0,7
2014-04-15,102,12236,102307200037810,0,0,0,7
2014-04-16,102,12236,102307200037810,0,0,0,6
2014-04-17,102,12236,102307200037810,0,0,0,5
2014-04-18,102,12236,102307200037810,0,0,0,5
2014-04-19,102,12236,102307200037810,0,0,0,5
2014-04-20,102,12236,102307200037810,0,0,0,5
2014-04-21,102,12236,102307200037810,0,0,0,5
2014-04-08,102,12236,102307200077060,0,0,4,17
2014-04-09,102,12236,102307200077060,4,0,0,14
2014-04-10,102,12236,102307200077060,0,4,4,12
2014-04-11,102,12236,102307200077060,0,0,4,12
2014-04-12,102,12236,102307200077060,0,4,0,12
2014-04-13,102,12236,102307200077060,0,4,4,11
2014-04-14,102,12236,102307200077060,0,4,4,11
2014-04-15,102,12236,102307200077060,0,0,4,13
2014-04-16,102,12236,102307200077060,0,4,4,12
2014-04-17,102,12236,102307200077060,4,0,4,12
2014-04-18,102,12236,102307200077060,4,0,4,12
2014-04-19,102,12236,102307200077060,4,0,4,12
2014-04-20,102,12236,102307200077060,4,0,4,12
2014-04-21,102,12236,102307200077060,0,4,0,15
2014-04-08,102,12236,102307200039258,0,0,8,6
2014-04-09,102,12236,102307200039258,8,0,0,6
2014-04-10,102,12236,102307200039258,0,8,0,14
2014-04-11,102,12236,102307200039258,0,0,0,14
2014-04-12,102,12236,102307200039258,0,0,0,14
2014-04-13,102,12236,102307200039258,0,0,0,12
2014-04-14,102,12236,102307200039258,0,0,0,11
2014-04-15,102,12236,102307200039258,0,0,0,11
2014-04-16,102,12236,102307200039258,0,0,0,10
2014-04-17,102,12236,102307200039258,0,0,0,8
2014-04-18,102,12236,102307200039258,0,0,8,8
2014-04-19,102,12236,102307200039258,0,0,8,8
2014-04-20,102,12236,102307200039258,0,0,8,8
2014-04-21,102,12236,102307200039258,0,0,8,5
2014-04-08,102,12236,102307200006028,0,0,0,23
2014-04-09,102,12236,102307200006028,0,0,0,21
2014-04-10,102,12236,102307200006028,0,0,6,20
2014-04-11,102,12236,102307200006028,0,0,6,18
2014-04-12,102,12236,102307200006028,6,0,0,18
2014-04-13,102,12236,102307200006028,6,6,0,16
2014-04-14,102,12236,102307200006028,0,0,0,22
2014-04-15,102,12236,102307200006028,0,0,6,21
2014-04-16,102,12236,102307200006028,0,0,6,20
2014-04-17,102,12236,102307200006028,0,0,6,17
2014-04-18,102,12236,102307200006028,0,6,0,17
2014-04-19,102,12236,102307200006028,0,6,0,13
2014-04-20,102,12236,102307200006028,0,6,6,13
2014-04-21,102,12236,102307200006028,6,0,6,10
2014-04-08,102,12236,102307200073852,32,16,0,22
2014-04-09,102,12236,102307200073852,48,0,0,18
2014-04-10,102,12236,102307200073852,48,0,0,16
2014-04-11,102,12236,102307200073852,48,0,0,16
2014-04-12,102,12236,102307200073852,32,0,0,31
2014-04-13,102,12236,102307200073852,32,0,0,26
2014-04-14,102,12236,102307200073852,16,0,0,42
2014-04-15,102,12236,102307200073852,16,0,0,37
2014-04-16,102,12236,102307200073852,16,16,0,35
2014-04-17,102,12236,102307200073852,0,16,0,47
2014-04-18,102,12236,102307200073852,16,0,0,47
2014-04-19,102,12236,102307200073852,16,0,0,38
2014-04-20,102,12236,102307200073852,16,0,0,38
2014-04-21,102,12236,102307200073852,16,0,20,38
2014-04-08,102,11218,102307200079622,0,8,0,0
2014-04-09,102,11218,102307200079622,8,0,0,0
2014-04-10,102,11218,102307200079622,0,0,0,8
2014-04-11,102,11218,102307200079622,0,0,0,8
2014-04-12,102,11218,102307200079622,0,0,0,8
2014-04-13,102,11218,102307200079622,0,0,0,8
2014-04-14,102,11218,102307200079622,0,0,0,8
2014-04-15,102,11218,102307200079622,0,0,0,8
2014-04-16,102,11218,102307200079622,0,0,0,8
2014-04-17,102,11218,102307200079622,0,0,0,8
2014-04-18,102,11218,102307200079622,0,0,0,8
2014-04-19,102,11218,102307200079622,0,0,0,8
2014-04-20,102,11218,102307200079622,0,0,0,8
2014-04-21,102,11218,102307200079622,0,0,0,8
2014-04-08,102,12020,102307200024706,0,0,0,85
2014-04-09,102,12020,102307200024706,0,0,0,85
2014-04-10,102,12020,102307200024706,0,0,0,85
2014-04-11,102,12020,102307200024706,0,0,0,85
2014-04-12,102,12020,102307200024706,0,0,0,85
2014-04-13,102,12020,102307200024706,0,0,0,85
2014-04-14,102,12020,102307200024706,0,0,0,85
2014-04-15,102,12020,102307200024706,0,0,0,85
2014-04-16,102,12020,102307200024706,0,0,0,85
2014-04-17,102,12020,102307200024706,0,0,0,85
2014-04-18,102,12020,102307200024706,0,0,0,85
2014-04-19,102,12020,102307200024706,0,0,0,85
2014-04-20,102,12020,102307200024706,0,0,0,85
2014-04-21,102,12020,102307200024706,0,0,0,85
2014-04-08,102,12020,102307200007600,0,0,0,7
2014-04-09,102,12020,102307200007600,0,0,0,6
2014-04-10,102,12020,102307200007600,0,0,0,5
2014-04-11,102,12020,102307200007600,0,0,0,5
2014-04-12,102,12020,102307200007600,0,0,0,3
2014-04-13,102,12020,102307200007600,0,0,0,3
2014-04-14,102,12020,102307200007600,0,0,0,3
2014-04-15,102,12020,102307200007600,0,8,0,3
2014-04-16,102,12020,102307200007600,0,8,0,3
2014-04-17,102,12020,102307200007600,0,0,0,9
2014-04-18,102,12020,102307200007600,0,0,0,8
2014-04-19,102,12020,102307200007600,0,0,0,7
2014-04-20,102,12020,102307200007600,0,0,0,7
2014-04-21,102,12020,102307200007600,0,0,0,7
2014-04-08,102,11443,102307200058776,0,0,0,16
2014-04-09,102,11443,102307200058776,0,18,0,16
2014-04-10,102,11443,102307200058776,0,18,0,10
2014-04-11,102,11443,102307200058776,0,18,0,10
2014-04-12,102,11443,102307200058776,0,0,0,27
2014-04-13,102,11443,102307200058776,0,0,0,26
2014-04-14,102,11443,102307200058776,0,0,0,23
2014-04-15,102,11443,102307200058776,0,0,0,23
2014-04-16,102,11443,102307200058776,0,0,0,21
2014-04-17,102,11443,102307200058776,0,0,0,21
2014-04-18,102,11443,102307200058776,0,0,0,21
2014-04-19,102,11443,102307200058776,0,0,0,19
2014-04-20,102,11443,102307200058776,0,0,0,19
2014-04-21,102,11443,102307200058776,0,0,0,19
2014-04-08,102,11218,102307200071282,0,3,0,4
2014-04-09,102,11218,102307200071282,0,0,0,4
2014-04-10,102,11218,102307200071282,0,0,0,3
2014-04-11,102,11218,102307200071282,0,0,3,3
2014-04-12,102,11218,102307200071282,0,0,3,3
2014-04-13,102,11218,102307200071282,0,0,3,2
2014-04-14,102,11218,102307200071282,0,0,6,1
2014-04-15,102,11218,102307200071282,0,0,6,1
2014-04-16,102,11218,102307200071282,0,3,3,1
2014-04-17,102,11218,102307200071282,0,3,3,1
2014-04-18,102,11218,102307200071282,3,3,0,0
2014-04-19,102,11218,102307200071282,6,0,0,0
2014-04-20,102,11218,102307200071282,3,0,0,3
2014-04-21,102,11218,102307200071282,0,0,3,6
2014-04-08,102,12204,102307200072030,0,0,0,39
2014-04-09,102,12204,102307200072030,0,0,0,39
2014-04-10,102,12204,102307200072030,0,0,0,39
2014-04-11,102,12204,102307200072030,0,0,0,38
2014-04-12,102,12204,102307200072030,0,0,0,38
2014-04-13,102,12204,102307200072030,0,0,0,38
2014-04-14,102,12204,102307200072030,0,0,0,36
2014-04-15,102,12204,102307200072030,0,0,0,35
2014-04-16,102,12204,102307200072030,0,0,0,33
2014-04-17,102,12204,102307200072030,0,0,0,32
2014-04-18,102,12204,102307200072030,0,0,0,32
2014-04-19,102,12204,102307200072030,0,0,0,32
2014-04-20,102,12204,102307200072030,0,0,0,32
2014-04-21,102,12204,102307200072030,0,0,0,31
2014-04-08,102,12020,102307200074806,0,0,0,22
2014-04-09,102,12020,102307200074806,0,27,0,22
2014-04-10,102,12020,102307200074806,0,27,0,22
2014-04-11,102,12020,102307200074806,27,0,0,22
2014-04-12,102,12020,102307200074806,27,0,0,18
2014-04-13,102,12020,102307200074806,0,0,0,44
