"Date","Center","Store","Product","InTransit","AtCenter","OnOrder","InStock"
2014-04-19,101,11873,102307200032370,0,0,58,39
2014-04-20,101,11873,102307200032370,0,0,58,39
2014-04-21,101,11873,102307200032370,0,0,58,39
2014-04-08,101,11015,102307200031898,8,0,0,11
2014-04-09,101,11015,102307200031898,0,0,0,19
2014-04-10,101,11015,102307200031898,0,0,0,19
2014-04-11,101,11015,102307200031898,0,0,0,19
2014-04-12,101,11015,102307200031898,0,0,0,19
2014-04-13,101,11015,102307200031898,0,0,0,18
2014-04-14,101,11015,102307200031898,0,0,0,18
2014-04-15,101,11015,102307200031898,0,0,0,18
2014-04-16,101,11015,102307200031898,0,0,0,18
2014-04-17,101,11015,102307200031898,0,0,0,18
2014-04-18,101,11015,102307200031898,0,0,0,17
2014-04-19,101,11015,102307200031898,0,0,0,16
2014-04-20,101,11015,102307200031898,0,0,0,16
2014-04-21,101,11015,102307200031898,0,0,0,14
2014-04-08,101,10571,102307200063606,0,0,0,12
2014-04-09,101,10571,102307200063606,0,8,0,8
2014-04-10,101,10571,102307200063606,8,0,0,7
2014-04-11,101,10571,102307200063606,0,0,0,14
2014-04-12,101,10571,102307200063606,0,0,0,14
2014-04-13,101,10571,102307200063606,0,0,0,14
2014-04-14,101,10571,102307200063606,0,0,0,13
2014-04-15,101,10571,102307200063606,0,0,0,12
2014-04-16,101,10571,102307200063606,0,0,0,10
2014-04-17,101,10571,102307200063606,0,8,0,9
2014-04-18,101,10571,102307200063606,0,8,0,8
2014-04-19,101,10571,102307200063606,8,0,0,6
2014-04-20,101,10571,102307200063606,0,0,0,14
2014-04-21,101,10571,102307200063606,0,0,0,12
2014-04-08,101,11015,102307200031902,0,0,0,3
2014-04-09,101,11015,102307200031902,0,0,0,3
2014-04-10,101,11015,102307200031902,0,0,0,3
2014-04-11,101,11015,102307200031902,0,0,0,3
2014-04-12,101,11015,102307200031902,0,0,0,3
2014-04-13,101,11015,102307200031902,0,0,0,3
2014-04-14,101,11015,102307200031902,0,0,0,3
2014-04-15,101,11015,102307200031902,0,0,0,3
2014-04-16,101,11015,102307200031902,0,0,0,3
2014-04-17,101,11015,102307200031902,0,0,0,3
2014-04-18,101,11015,102307200031902,0,0,0,3
2014-04-19,101,11015,102307200031902,0,0,0,3
2014-04-20,101,11015,102307200031902,0,0,0,3
2014-04-21,101,11015,102307200031902,0,0,0,3
2014-04-08,101,11015,102307200068660,0,0,0,10
2014-04-09,101,11015,102307200068660,0,0,8,8
2014-04-10,101,11015,102307200068660,0,0,8,6
2014-04-11,101,11015,102307200068660,0,0,8,3
2014-04-12,101,11015,102307200068660,0,0,8,3
2014-04-13,101,11015,102307200068660,0,0,16,1
2014-04-14,101,11015,102307200068660,8,0,8,0
2014-04-15,101,11015,102307200068660,0,8,8,8
2014-04-16,101,11015,102307200068660,0,0,8,7
2014-04-17,101,11015,102307200068660,0,8,0,7
2014-04-18,101,11015,102307200068660,0,8,0,6
2014-04-19,101,11015,102307200068660,8,0,0,5
2014-04-20,101,11015,102307200068660,8,0,0,5
2014-04-21,101,11015,102307200068660,0,0,0,13
2014-04-08,101,11873,102307200025558,0,0,0,8
2014-04-09,101,11873,102307200025558,0,0,0,8
2014-04-10,101,11873,102307200025558,0,0,0,8
2014-04-11,101,11873,102307200025558,0,0,0,8
2014-04-12,101,11873,102307200025558,0,0,0,6
2014-04-13,101,11873,102307200025558,0,0,0,6
2014-04-14,101,11873,102307200025558,0,0,0,6
2014-04-15,101,11873,102307200025558,0,0,0,6
2014-04-16,101,11873,102307200025558,0,0,0,6
2014-04-17,101,11873,102307200025558,0,0,0,6
2014-04-18,101,11873,102307200025558,0,0,0,6
2014-04-19,101,11873,102307200025558,0,0,0,5
2014-04-20,101,11873,102307200025558,0,0,0,5
2014-04-21,101,11873,102307200025558,0,0,0,5
2014-04-08,101,12105,102307200081548,0,0,0,12
2014-04-09,101,12105,102307200081548,0,0,0,12
2014-04-10,101,12105,102307200081548,0,0,0,12
2014-04-11,101,12105,102307200081548,0,0,0,12
2014-04-12,101,12105,102307200081548,0,0,0,12
2014-04-13,101,12105,102307200081548,0,0,0,12
2014-04-14,101,12105,102307200081548,0,0,0,12
2014-04-15,101,12105,102307200081548,0,0,0,11
2014-04-16,101,12105,102307200081548,0,0,0,11
2014-04-17,101,12105,102307200081548,0,0,0,11
2014-04-18,101,12105,102307200081548,0,0,0,10
2014-04-19,101,12105,102307200081548,0,0,0,10
2014-04-20,101,12105,102307200081548,0,0,0,10
2014-04-21,101,12105,102307200081548,0,0,0,10
2014-04-08,101,12105,102307200025558,0,0,0,7
2014-04-09,101,12105,102307200025558,0,0,0,7
2014-04-10,101,12105,102307200025558,0,0,0,7
2014-04-11,101,12105,102307200025558,0,0,0,7
2014-04-12,101,12105,102307200025558,0,0,0,7
2014-04-13,101,12105,102307200025558,0,0,0,7
2014-04-14,101,12105,102307200025558,0,0,0,7
2014-04-15,101,12105,102307200025558,0,0,0,7
2014-04-16,101,12105,102307200025558,0,0,0,7
2014-04-17,101,12105,102307200025558,0,0,0,7
2014-04-18,101,12105,102307200025558,0,0,0,7
2014-04-19,101,12105,102307200025558,0,0,0,7
2014-04-20,101,12105,102307200025558,0,0,0,6
2014-04-21,101,12105,102307200025558,0,0,0,6
2014-04-08,101,12105,102307200065792,0,0,0,29
2014-04-09,101,12105,102307200065792,0,0,0,28
2014-04-10,101,12105,102307200065792,0,0,0,27
2014-04-11,101,12105,102307200065792,0,0,0,27
2014-04-12,101,12105,102307200065792,0,0,0,27
2014-04-13,101,12105,102307200065792,0,0,0,25
2014-04-14,101,12105,102307200065792,0,0,0,25
2014-04-15,101,12105,102307200065792,0,0,0,25
2014-04-16,101,12105,102307200065792,0,0,0,25
2014-04-17,101,12105,102307200065792,0,0,0,24
2014-04-18,101,12105,102307200065792,0,0,0,23
2014-04-19,101,12105,102307200065792,0,0,0,22
2014-04-20,101,12105,102307200065792,0,0,0,20
2014-04-21,101,12105,102307200065792,0,0,0,20
2014-04-08,101,11015,102307200068664,12,0,6,0
2014-04-09,101,11015,102307200068664,0,0,6,12
2014-04-10,101,11015,102307200068664,0,0,6,12
2014-04-11,101,11015,102307200068664,0,0,6,12
2014-04-12,101,11015,102307200068664,0,0,6,12
2014-04-13,101,11015,102307200068664,0,0,6,12
2014-04-14,101,11015,102307200068664,0,0,6,12
2014-04-15,101,11015,102307200068664,6,0,0,12
2014-04-16,101,11015,102307200068664,0,6,0,17
2014-04-17,101,11015,102307200068664,0,0,0,17
2014-04-18,101,11015,102307200068664,0,0,0,17
2014-04-19,101,11015,102307200068664,0,0,0,17
2014-04-20,101,11015,102307200068664,0,0,0,17
2014-04-21,101,11015,102307200068664,0,0,0,17
2014-04-08,101,11873,102307200023954,0,0,0,46
2014-04-09,101,11873,102307200023954,0,0,0,45
2014-04-10,101,11873,102307200023954,0,0,0,44
2014-04-11,101,11873,102307200023954,0,0,0,43
2014-04-12,101,11873,102307200023954,0,0,0,43
2014-04-13,101,11873,102307200023954,0,0,0,42
2014-04-14,101,11873,102307200023954,0,0,0,40
2014-04-15,101,11873,102307200023954,0,0,0,39
2014-04-16,101,11873,102307200023954,0,0,0,37
2014-04-17,101,11873,102307200023954,0,0,0,35
2014-04-18,101,11873,102307200023954,0,0,0,34
2014-04-19,101,11873,102307200023954,0,0,0,34
2014-04-20,101,11873,102307200023954,0,0,0,33
2014-04-21,101,11873,102307200023954,0,0,72,33
2014-04-08,101,10571,102307200064388,0,2,0,3
2014-04-09,101,10571,102307200064388,2,0,0,3
2014-04-10,101,10571,102307200064388,0,0,0,5
2014-04-11,101,10571,102307200064388,0,1,0,4
2014-04-12,101,10571,102307200064388,1,2,0,0
2014-04-13,101,10571,102307200064388,2,2,0,1
2014-04-14,101,10571,102307200064388,0,2,0,3
2014-04-15,101,10571,102307200064388,0,0,0,5
2014-04-16,101,10571,102307200064388,0,0,0,5
2014-04-17,101,10571,102307200064388,0,0,0,5
2014-04-18,101,10571,102307200064388,0,1,0,4
2014-04-19,101,10571,102307200064388,1,0,0,4
2014-04-20,101,10571,102307200064388,1,1,0,3
2014-04-21,101,10571,102307200064388,0,1,0,4
2014-04-08,101,10571,102307200002148,6,0,0,6
2014-04-09,101,10571,102307200002148,0,0,0,12
2014-04-10,101,10571,102307200002148,0,0,0,10
2014-04-11,101,10571,102307200002148,0,0,0,9
2014-04-12,101,10571,102307200002148,0,0,0,9
2014-04-13,101,10571,102307200002148,0,0,0,9
2014-04-14,101,10571,102307200002148,0,0,0,9
2014-04-15,101,10571,102307200002148,0,0,0,9
2014-04-16,101,10571,102307200002148,0,0,0,9
2014-04-17,101,10571,102307200002148,0,0,0,9
2014-04-18,101,10571,102307200002148,0,0,0,9
2014-04-19,101,10571,102307200002148,0,0,0,9
2014-04-20,101,10571,102307200002148,0,0,0,9
2014-04-21,101,10571,102307200002148,0,0,0,9
2014-04-08,101,11873,102307200071288,0,0,0,7
2014-04-09,101,11873,102307200071288,0,0,8,7
2014-04-10,101,11873,102307200071288,0,0,8,6
2014-04-11,101,11873,102307200071288,0,0,8,6
2014-04-12,101,11873,102307200071288,0,0,8,6
2014-04-13,101,11873,102307200071288,0,0,8,4
2014-04-14,101,11873,102307200071288,0,8,0,4
2014-04-15,101,11873,102307200071288,8,0,0,4
2014-04-16,101,11873,102307200071288,0,0,0,12
2014-04-17,101,11873,102307200071288,0,0,0,12
2014-04-18,101,11873,102307200071288,0,0,0,10
2014-04-19,101,11873,102307200071288,0,0,0,10
2014-04-20,101,11873,102307200071288,0,0,0,10
2014-04-21,101,11873,102307200071288,0,0,0,10
2014-04-08,101,11015,102307200080838,6,0,0,0
2014-04-09,101,11015,102307200080838,0,0,0,6
2014-04-10,101,11015,102307200080838,0,0,0,6
2014-04-11,101,11015,102307200080838,0,0,0,6
2014-04-12,101,11015,102307200080838,0,0,0,6
2014-04-13,101,11015,102307200080838,0,0,0,6
2014-04-14,101,11015,102307200080838,0,0,0,6
2014-04-15,101,11015,102307200080838,0,0,0,6
2014-04-16,101,11015,102307200080838,0,0,0,6
2014-04-17,101,11015,102307200080838,0,0,0,5
2014-04-18,101,11015,102307200080838,0,0,0,5
2014-04-19,101,11015,102307200080838,0,0,0,4
2014-04-20,101,11015,102307200080838,0,0,0,4
2014-04-21,101,11015,102307200080838,0,0,0,4
2014-04-08,101,11015,102307200082700,0,0,2,0
2014-04-09,101,11015,102307200082700,0,1,1,0
2014-04-10,101,11015,102307200082700,2,0,0,0
2014-04-11,101,11015,102307200082700,0,1,0,2
2014-04-12,101,11015,102307200082700,0,0,0,2
2014-04-13,101,11015,102307200082700,0,0,0,2
2014-04-14,101,11015,102307200082700,0,0,0,2
2014-04-15,101,11015,102307200082700,0,0,0,2
2014-04-16,101,11015,102307200082700,0,0,0,2
2014-04-17,101,11015,102307200082700,0,0,0,2
2014-04-18,101,11015,102307200082700,0,0,0,2
2014-04-19,101,11015,102307200082700,0,0,0,2
2014-04-20,101,11015,102307200082700,0,0,0,2
2014-04-21,101,11015,102307200082700,0,0,0,2
2014-04-08,101,10571,102307200078722,0,0,0,38
2014-04-09,101,10571,102307200078722,0,24,0,38
2014-04-10,101,10571,102307200078722,24,0,0,35
2014-04-11,101,10571,102307200078722,0,0,0,59
2014-04-12,101,10571,102307200078722,0,0,0,57
2014-04-13,101,10571,102307200078722,0,0,0,57
2014-04-14,101,10571,102307200078722,0,0,0,55
2014-04-15,101,10571,102307200078722,0,0,0,55
2014-04-16,101,10571,102307200078722,0,0,0,50
2014-04-17,101,10571,102307200078722,0,0,0,50
2014-04-18,101,10571,102307200078722,0,0,0,50
2014-04-19,101,10571,102307200078722,0,0,0,50
2014-04-20,101,10571,102307200078722,0,0,0,50
2014-04-21,101,10571,102307200078722,0,0,0,50
2014-04-08,101,11132,102307200039480,0,0,0,6
2014-04-09,101,11132,102307200039480,0,0,0,6
2014-04-10,101,11132,102307200039480,0,0,0,6
2014-04-11,101,11132,102307200039480,0,0,0,5
2014-04-12,101,11132,102307200039480,0,0,0,4
2014-04-13,101,11132,102307200039480,0,0,3,5
2014-04-14,101,11132,102307200039480,0,0,3,5
2014-04-15,101,11132,102307200039480,0,0,3,5
2014-04-16,101,11132,102307200039480,0,0,3,5
2014-04-17,101,11132,102307200039480,0,3,0,5
2014-04-18,101,11132,102307200039480,0,0,0,6
2014-04-19,101,11132,102307200039480,0,0,0,6
2014-04-20,101,11132,102307200039480,0,0,0,6
2014-04-21,101,11132,102307200039480,0,0,0,6
2014-04-08,101,11132,102307200057480,0,0,0,12
2014-04-09,101,11132,102307200057480,0,0,0,12
2014-04-10,101,11132,102307200057480,0,0,0,12
2014-04-11,101,11132,102307200057480,0,0,0,12
2014-04-12,101,11132,102307200057480,0,0,0,10
2014-04-13,101,11132,102307200057480,0,0,0,10
2014-04-14,101,11132,102307200057480,0,0,0,10
2014-04-15,101,11132,102307200057480,0,0,0,9
2014-04-16,101,11132,102307200057480,0,0,0,9
2014-04-17,101,11132,102307200057480,0,0,0,9
2014-04-18,101,11132,102307200057480,0,0,0,9
2014-04-19,101,11132,102307200057480,0,0,0,9
2014-04-20,101,11132,102307200057480,0,0,0,9
2014-04-21,101,11132,102307200057480,0,0,0,8
2014-04-08,101,11015,102307200081308,0,0,0,5
2014-04-09,101,11015,102307200081308,0,0,0,5
2014-04-10,101,11015,102307200081308,0,0,0,4
2014-04-11,101,11015,102307200081308,0,1,0,4
2014-04-12,101,11015,102307200081308,0,1,0,4
2014-04-13,101,11015,102307200081308,1,0,0,4
2014-04-14,101,11015,102307200081308,0,0,0,5
2014-04-15,101,11015,102307200081308,0,0,0,5
2014-04-16,101,11015,102307200081308,0,0,0,7
2014-04-17,101,11015,102307200081308,0,0,0,6
2014-04-18,101,11015,102307200081308,0,0,0,4
2014-04-19,101,11015,102307200081308,0,0,0,4
2014-04-20,101,11015,102307200081308,0,0,0,4
2014-04-21,101,11015,102307200081308,0,0,0,4
2014-04-08,101,11015,102307200074612,0,0,0,5
2014-04-09,101,11015,102307200074612,0,0,6,4
2014-04-10,101,11015,102307200074612,0,0,6,4
2014-04-11,101,11015,102307200074612,0,0,6,4
2014-04-12,101,11015,102307200074612,0,0,6,4
2014-04-13,101,11015,102307200074612,0,0,6,4
2014-04-14,101,11015,102307200074612,0,0,6,4
2014-04-15,101,11015,102307200074612,6,0,0,4
2014-04-16,101,11015,102307200074612,0,6,0,10
2014-04-17,101,11015,102307200074612,0,0,0,9
2014-04-18,101,11015,102307200074612,0,0,0,9
2014-04-19,101,11015,102307200074612,0,0,0,9
2014-04-20,101,11015,102307200074612,0,0,0,9
2014-04-21,101,11015,102307200074612,0,0,0,8
2014-04-08,101,11873,102307200079622,0,0,8,0
2014-04-09,101,11873,102307200079622,0,8,0,0
2014-04-10,101,11873,102307200079622,8,0,0,0
2014-04-11,101,11873,102307200079622,8,0,0,0
2014-04-12,101,11873,102307200079622,0,0,0,8
2014-04-13,101,11873,102307200079622,0,0,0,8
2014-04-14,101,11873,102307200079622,0,0,0,8
2014-04-15,101,11873,102307200079622,0,0,0,8
2014-04-16,101,11873,102307200079622,0,0,0,8
2014-04-17,101,11873,102307200079622,0,0,0,8
2014-04-18,101,11873,102307200079622,0,0,0,8
2014-04-19,101,11873,102307200079622,0,0,0,8
2014-04-20,101,11873,102307200079622,0,0,0,8
2014-04-21,101,11873,102307200079622,0,0,0,8
2014-04-08,101,12105,102307200071948,0,0,0,12
2014-04-09,101,12105,102307200071948,0,0,0,12
2014-04-10,101,12105,102307200071948,0,0,0,12
2014-04-11,101,12105,102307200071948,0,0,0,12
2014-04-12,101,12105,102307200071948,0,0,0,12
2014-04-13,101,12105,102307200071948,0,0,0,12
2014-04-14,101,12105,102307200071948,0,0,0,12
2014-04-15,101,12105,102307200071948,0,0,0,12
2014-04-16,101,12105,102307200071948,0,0,0,12
2014-04-17,101,12105,102307200071948,0,0,0,11
2014-04-18,101,12105,102307200071948,0,0,0,9
2014-04-19,101,12105,102307200071948,0,12,0,8
2014-04-20,101,12105,102307200071948,0,12,0,8
2014-04-21,101,12105,102307200071948,12,0,0,8
2014-04-08,101,11873,102307200025070,0,6,0,5
2014-04-09,101,11873,102307200025070,6,0,0,2
2014-04-10,101,11873,102307200025070,6,0,0,2
2014-04-11,101,11873,102307200025070,0,0,0,7
2014-04-12,101,11873,102307200025070,0,0,0,6
2014-04-13,101,11873,102307200025070,0,0,0,6
2014-04-14,101,11873,102307200025070,0,4,0,3
2014-04-15,101,11873,102307200025070,4,0,0,0
2014-04-16,101,11873,102307200025070,0,10,0,4
2014-04-17,101,11873,102307200025070,0,10,0,3
2014-04-18,101,11873,102307200025070,10,0,0,4
2014-04-19,101,11873,102307200025070,0,0,0,13
2014-04-20,101,11873,102307200025070,0,0,0,13
2014-04-21,101,11873,102307200025070,0,0,0,11
2014-04-08,101,11132,102307200078426,0,0,2,0
2014-04-09,101,11132,102307200078426,0,2,0,0
2014-04-10,101,11132,102307200078426,2,0,0,0
2014-04-11,101,11132,102307200078426,0,0,0,2
2014-04-12,101,11132,102307200078426,0,0,0,2
2014-04-13,101,11132,102307200078426,0,0,0,2
2014-04-14,101,11132,102307200078426,0,0,0,2
2014-04-15,101,11132,102307200078426,0,0,0,2
2014-04-16,101,11132,102307200078426,0,0,0,2
2014-04-17,101,11132,102307200078426,0,0,0,2
2014-04-18,101,11132,102307200078426,0,0,0,2
2014-04-19,101,11132,102307200078426,0,0,0,2
2014-04-20,101,11132,102307200078426,0,0,0,2
2014-04-21,101,11132,102307200078426,0,0,0,2
2014-04-08,101,11873,102307200068204,0,0,0,8
2014-04-09,101,11873,102307200068204,0,0,0,8
2014-04-10,101,11873,102307200068204,0,0,0,8
2014-04-11,101,11873,102307200068204,0,0,0,6
2014-04-12,101,11873,102307200068204,0,0,0,5
2014-04-13,101,11873,102307200068204,0,0,2,5
2014-04-14,101,11873,102307200068204,0,0,2,5
2014-04-15,101,11873,102307200068204,0,0,2,5
2014-04-16,101,11873,102307200068204,0,0,2,5
2014-04-17,101,11873,102307200068204,0,2,0,5
2014-04-18,101,11873,102307200068204,2,0,0,5
2014-04-19,101,11873,102307200068204,0,0,0,5
2014-04-20,101,11873,102307200068204,0,0,0,5
2014-04-21,101,11873,102307200068204,0,0,4,5
2014-04-08,101,10571,102307200074292,0,0,0,21
2014-04-09,101,10571,102307200074292,0,0,0,21
2014-04-10,101,10571,102307200074292,0,0,0,21
2014-04-11,101,10571,102307200074292,0,0,0,21
2014-04-12,101,10571,102307200074292,0,0,0,21
2014-04-13,101,10571,102307200074292,0,0,0,21
2014-04-14,101,10571,102307200074292,0,0,0,21
2014-04-15,101,10571,102307200074292,0,0,0,21
2014-04-16,101,10571,102307200074292,0,0,0,21
2014-04-17,101,10571,102307200074292,0,0,0,21
2014-04-18,101,10571,102307200074292,0,0,0,21
2014-04-19,101,10571,102307200074292,0,0,0,21
2014-04-20,101,10571,102307200074292,0,0,0,21
2014-04-21,101,10571,102307200074292,0,0,0,21
2014-04-08,101,10571,102307200081308,0,0,0,6
2014-04-09,101,10571,102307200081308,0,0,0,5
2014-04-10,101,10571,102307200081308,0,0,0,5
2014-04-11,101,10571,102307200081308,0,0,0,5
2014-04-12,101,10571,102307200081308,0,0,0,3
2014-04-13,101,10571,102307200081308,0,1,0,3
2014-04-14,101,10571,102307200081308,0,1,0,3
2014-04-15,101,10571,102307200081308,0,0,0,3
2014-04-16,101,10571,102307200081308,0,2,0,3
2014-04-17,101,10571,102307200081308,2,1,0,2
2014-04-18,101,10571,102307200081308,1,1,0,4
2014-04-19,101,10571,102307200081308,1,0,0,5
2014-04-20,101,10571,102307200081308,1,0,0,4
2014-04-21,101,10571,102307200081308,0,0,0,4
2014-04-08,101,11132,102307200074806,0,0,0,14
2014-04-09,101,11132,102307200074806,0,0,0,13
2014-04-10,101,11132,102307200074806,0,27,0,13
2014-04-11,101,11132,102307200074806,0,27,0,9
2014-04-12,101,11132,102307200074806,27,0,0,9
2014-04-13,101,11132,102307200074806,0,0,0,33
2014-04-14,101,11132,102307200074806,0,0,0,33
2014-04-15,101,11132,102307200074806,0,0,0,30
2014-04-16,101,11132,102307200074806,0,0,0,29
2014-04-17,101,11132,102307200074806,0,0,0,29
2014-04-18,101,11132,102307200074806,0,0,0,19
2014-04-19,101,11132,102307200074806,0,0,0,14
2014-04-20,101,11132,102307200074806,0,0,0,14
2014-04-21,101,11132,102307200074806,0,0,0,14
2014-04-08,101,11015,102307200063734,0,16,0,9
2014-04-09,101,11015,102307200063734,16,0,0,8
2014-04-10,101,11015,102307200063734,0,0,0,22
2014-04-11,101,11015,102307200063734,0,0,0,20
2014-04-12,101,11015,102307200063734,0,0,0,16
2014-04-13,101,11015,102307200063734,0,0,0,16
2014-04-14,101,11015,102307200063734,0,0,0,14
2014-04-15,101,11015,102307200063734,0,0,0,13
2014-04-16,101,11015,102307200063734,0,8,0,9
2014-04-17,101,11015,102307200063734,8,0,0,5
2014-04-18,101,11015,102307200063734,0,0,0,12
2014-04-19,101,11015,102307200063734,0,8,0,9
2014-04-20,101,11015,102307200063734,0,8,0,8
2014-04-21,101,11015,102307200063734,8,0,0,5
2014-04-08,101,11873,102307200067986,0,0,0,4
2014-04-09,101,11873,102307200067986,0,0,0,4
2014-04-10,101,11873,102307200067986,0,0,0,3
2014-04-11,101,11873,102307200067986,0,0,4,3
2014-04-12,101,11873,102307200067986,0,0,4,3
2014-04-13,101,11873,102307200067986,0,0,8,3
2014-04-14,101,11873,102307200067986,0,0,8,3
2014-04-15,101,11873,102307200067986,0,0,12,3
2014-04-16,101,11873,102307200067986,0,0,12,2
2014-04-17,101,11873,102307200067986,0,4,16,2
2014-04-18,101,11873,102307200067986,4,0,16,2
2014-04-19,101,11873,102307200067986,4,0,20,6
2014-04-20,101,11873,102307200067986,0,4,20,10
2014-04-21,101,11873,102307200067986,0,0,24,10
2014-04-08,101,10571,102307200074774,0,0,0,37
2014-04-09,101,10571,102307200074774,0,0,8,33
2014-04-10,101,10571,102307200074774,0,0,8,33
2014-04-11,101,10571,102307200074774,0,0,8,23
2014-04-12,101,10571,102307200074774,0,0,16,22
2014-04-13,101,10571,102307200074774,0,16,0,20
2014-04-14,101,10571,102307200074774,0,16,8,19
2014-04-15,101,10571,102307200074774,0,0,0,31
2014-04-16,101,10571,102307200074774,0,0,0,30
2014-04-17,101,10571,102307200074774,0,0,0,25
2014-04-18,101,10571,102307200074774,0,0,8,24
2014-04-19,101,10571,102307200074774,0,0,16,23
2014-04-20,101,10571,102307200074774,0,0,24,22
2014-04-21,101,10571,102307200074774,0,0,24,20
2014-04-08,101,11873,102307200074748,0,0,0,9
2014-04-09,101,11873,102307200074748,0,0,0,9
2014-04-10,101,11873,102307200074748,0,0,0,9
2014-04-11,101,11873,102307200074748,0,0,0,9
2014-04-12,101,11873,102307200074748,0,0,0,9
2014-04-13,101,11873,102307200074748,0,0,0,8
2014-04-14,101,11873,102307200074748,0,0,0,8
2014-04-15,101,11873,102307200074748,0,0,0,8
2014-04-16,101,11873,102307200074748,0,0,0,7
2014-04-17,101,11873,102307200074748,0,0,0,7
2014-04-18,101,11873,102307200074748,0,0,0,6
2014-04-19,101,11873,102307200074748,0,6,0,6
2014-04-20,101,11873,102307200074748,0,6,0,4
2014-04-21,101,11873,102307200074748,6,0,0,4
2014-04-08,101,11015,102307200039172,0,0,0,10
2014-04-09,101,11015,102307200039172,0,6,0,10
2014-04-10,101,11015,102307200039172,6,0,0,8
2014-04-11,101,11015,102307200039172,0,0,0,12
2014-04-12,101,11015,102307200039172,0,0,0,12
2014-04-13,101,11015,102307200039172,0,0,0,10
2014-04-14,101,11015,102307200039172,0,0,0,10
2014-04-15,101,11015,102307200039172,0,6,0,8
2014-04-16,101,11015,102307200039172,0,6,0,6
2014-04-17,101,11015,102307200039172,0,0,0,10
2014-04-18,101,11015,102307200039172,0,6,0,8
2014-04-19,101,11015,102307200039172,6,0,0,7
2014-04-20,101,11015,102307200039172,6,0,0,7
2014-04-21,101,11015,102307200039172,0,0,0,13
2014-04-08,101,11132,102307200063606,0,0,0,21
2014-04-09,101,11132,102307200063606,0,0,0,20
2014-04-10,101,11132,102307200063606,0,0,0,18
2014-04-11,101,11132,102307200063606,0,0,0,15
2014-04-12,101,11132,102307200063606,0,0,0,13
2014-04-13,101,11132,102307200063606,0,0,0,12
2014-04-14,101,11132,102307200063606,0,0,0,12
2014-04-15,101,11132,102307200063606,0,0,0,10
2014-04-16,101,11132,102307200063606,0,0,0,10
2014-04-17,101,11132,102307200063606,0,0,0,10
2014-04-18,101,11132,102307200063606,0,8,0,8
2014-04-19,101,11132,102307200063606,8,0,0,4
2014-04-20,101,11132,102307200063606,0,0,0,11
2014-04-21,101,11132,102307200063606,0,0,0,10
2014-04-08,101,11015,102307200067188,0,0,0,6
2014-04-09,101,11015,102307200067188,0,4,0,5
2014-04-10,101,11015,102307200067188,4,0,0,3
2014-04-11,101,11015,102307200067188,0,0,0,7
2014-04-12,101,11015,102307200067188,0,0,0,7
2014-04-13,101,11015,102307200067188,0,0,0,7
2014-04-14,101,11015,102307200067188,0,0,0,7
2014-04-15,101,11015,102307200067188,0,0,0,6
2014-04-16,101,11015,102307200067188,0,4,0,5
2014-04-17,101,11015,102307200067188,4,0,0,5
2014-04-18,101,11015,102307200067188,0,0,0,6
2014-04-19,101,11015,102307200067188,0,4,0,4
2014-04-20,101,11015,102307200067188,0,4,0,4
2014-04-21,101,11015,102307200067188,4,0,0,4
2014-04-08,101,11873,102310800072818,0,0,0,11
2014-04-09,101,11873,102310800072818,0,0,0,11
2014-04-10,101,11873,102310800072818,0,0,0,8
2014-04-11,101,11873,102310800072818,0,12,72,6
2014-04-12,101,11873,102310800072818,0,12,72,6
2014-04-13,101,11873,102310800072818,12,0,72,6
2014-04-14,101,11873,102310800072818,0,0,72,17
2014-04-15,101,11873,102310800072818,0,0,72,17
2014-04-16,101,11873,102310800072818,0,0,72,17
2014-04-17,101,11873,102310800072818,0,0,72,17
2014-04-18,101,11873,102310800072818,0,0,72,15
2014-04-19,101,11873,102310800072818,0,0,72,11
2014-04-20,101,11873,102310800072818,0,72,0,9
2014-04-21,101,11873,102310800072818,72,0,0,9
2014-04-08,101,11132,102307200039150,0,0,6,10
2014-04-09,101,11132,102307200039150,0,0,12,9
2014-04-10,101,11132,102307200039150,0,0,12,9
2014-04-11,101,11132,102307200039150,0,6,6,8
2014-04-12,101,11132,102307200039150,6,0,6,7
2014-04-13,101,11132,102307200039150,0,0,12,13
2014-04-14,101,11132,102307200039150,0,0,12,13
2014-04-15,101,11132,102307200039150,0,6,6,13
2014-04-16,101,11132,102307200039150,6,0,6,13
2014-04-17,101,11132,102307200039150,0,6,0,19
2014-04-18,101,11132,102307200039150,0,0,0,24
2014-04-19,101,11132,102307200039150,0,0,0,22
2014-04-20,101,11132,102307200039150,0,0,0,22
2014-04-21,101,11132,102307200039150,0,0,0,22
2014-04-08,102,12204,102307200063726,0,0,0,41
2014-04-09,102,12204,102307200063726,0,0,0,37
2014-04-10,102,12204,102307200063726,0,0,0,34
2014-04-11,102,12204,102307200063726,0,0,0,47
2014-04-12,102,12204,102307200063726,0,0,0,40
2014-04-13,102,12204,102307200063726,0,0,0,55
2014-04-14,102,12204,102307200063726,0,0,0,50
2014-04-15,102,12204,102307200063726,0,0,0,47
2014-04-16,102,12204,102307200063726,0,0,0,42
2014-04-17,102,12204,102307200063726,0,0,0,39
2014-04-18,102,12204,102307200063726,0,0,0,39
2014-04-19,102,12204,102307200063726,0,0,0,36
2014-04-20,102,12204,102307200063726,0,0,0,36
2014-04-21,102,12204,102307200063726,0,0,0,32
2014-04-08,102,12236,102307200072014,0,0,0,4
2014-04-09,102,12236,102307200072014,0,0,0,4
